datetime,amount,description,journal_entry_id
12/21/23 0:00,8333.33,Systemrecorded deposit for QuickBooks Payments,428497d0-0501-46c7-b9a2-084c825d13cf
11/6/23 0:00,8333.33,Systemrecorded deposit for QuickBooks Payments,185354f6-cd87-4201-ab0c-64a6e82c74bc
6/7/23 0:00,8203.66,ACH DEBIT AMEX EPAYMENT ACH PMT MICHAEL COLORADO M2444 0004000000,483013fe-eeeb-4ed0-8cd3-2502efbf1f9c
9/25/23 0:00,7980.42,MOBILE PAYMENT THANK YOU,835b671f-6b83-49b5-ad06-6b489a58d4e4
8/7/23 0:00,7500,,ec400c6e-2ecb-4e0f-afc6-95a1d76a9854
6/20/23 0:00,7500,,64e73a5d-2172-4c76-a8fd-09b702605e71
1/17/24 0:00,7500,,2d524436-8cf9-4473-b105-700d7b24387b
7/12/23 0:00,7500,,3f780b99-3aa8-46fd-b571-ca8f1e89fe4e
1/17/24 0:00,7500,,2d524436-8cf9-4473-b105-700d7b24387b
8/21/23 0:00,7500,,6e49e58c-0a3d-4e06-9b98-18f7572f0915
1/3/24 0:00,7500,,70c84c68-6fc0-43db-a511-8fda25ace58d
