datetime,amount,description,journal_entry_id
3/14/23 0:00,120000,INTERNET TRANSFER FROM DDA# 20020422222 ON 24 AT 24.00,c8bfe4be-e919-4b18-836e-4dc0de3e5436
9/25/23 0:00,64867.94,MOBILE DEPOSIT,eee04c6b-6dab-4eec-aff0-60df28d2d2e6
6/7/23 0:00,58000,,118734a6-cea0-4514-a295-d1e59e78c6ca
4/12/23 0:00,58000,,60ae8f8d-e075-40cd-b59e-298a892785f0
7/10/23 0:00,58000,,ad69cf7c-0742-4293-ba60-26b3777e54c0
5/3/23 0:00,58000,,3b566af5-0ad9-4bce-9883-a6e9338805c7
3/8/23 0:00,58000,,1f1f28cf-761a-4b6f-97ab-c641e1edcef9
3/28/23 0:00,52500,Systemrecorded deposit for QuickBooks Payments,ad160545-d4ac-4cc0-978c-effb146a4907
10/2/23 0:00,41666.67,,39efad2f-d28b-417a-83f5-af39386e3e84
1/8/24 0:00,41666.67,,77aa29f7-a6e6-40c3-872b-b8fb5bc1b37b
10/30/23 0:00,41666.67,,f231e39e-4f67-4cf1-ba6a-dfcf7ce04274
11/30/23 0:00,41666.67,,66d0aaea-b21d-4ac5-aca5-ecb67d0cdb3e
7/5/23 0:00,37500,,88f70c7e-366a-405c-af47-495d6e8ef456
3/2/23 0:00,37500,,a71b174d-2611-4630-b55d-2dc2fa9d6962
8/9/23 0:00,37500,,32e69e56-0b1c-41dd-927e-95e42f7bed87
3/30/23 0:00,37500,,de0c0f97-9a4e-41f4-bc2f-be7418de51b4
6/1/23 0:00,37500,,d404beac-99be-432b-a9b6-aee388fe4d80
4/27/23 0:00,37500,,522f49ea-11d0-4a26-9409-1caf8db50653
9/1/23 0:00,37500,,21cd2744-bb8f-40c7-b2ff-3c4c883e8011
9/7/23 0:00,36000,Systemrecorded deposit for QuickBooks Payments,97a8cf93-8ef4-4625-8ea3-8831ff7b777f
3/12/24 0:00,36000,ACH CREDIT FID BKG SVC LLC MONEYLINE MICO STRATEGIES LL XXXXXX0224,33162ebb-5aa8-4e59-9a23-665540bcc917
3/14/23 0:00,35000,,5ef3ea7d-7966-4250-ac01-14339b2c6f40
4/21/23 0:00,35000,,6512e85a-5865-450e-89a7-2835c3d431b3
3/7/23 0:00,35000,,c032cb24-9fe8-4212-b5ea-3b0534b3ef1c
3/7/23 0:00,35000,,f746cb64-07df-48a4-be01-f4b4e86aea28
9/27/23 0:00,33333.33,Systemrecorded deposit for QuickBooks Payments,45221acc-1f81-43b2-add4-0725d1bc1350
4/11/23 0:00,32500,INTERNET TRANSFER FROM DDA# 20020422222 ON 22 AT 22.04 Transferred checks deposited to Personal for Northbound and HydroDynamics Invoices,05af28f7-a487-46c0-99b9-43b6b9e1e72b
6/20/23 0:00,30000,Systemrecorded deposit for QuickBooks Payments,a2702cee-a52d-4fc8-ad27-b68ce12e924f
3/26/24 0:00,27740,,346a4c1f-ba2d-414d-be17-56c99d116dc8
1/17/24 0:00,27500,Systemrecorded deposit for QuickBooks Payments,ac1c3985-8a6e-490f-8945-01a0c2d22952
9/18/23 0:00,26666.66,Systemrecorded deposit for QuickBooks Payments,c92d7b98-84eb-447a-a79a-a6ffef5a35fa
4/11/23 0:00,25000,Additional Payment from prior year contract adjustment,9da10007-51d0-40a2-a4d6-b3e43112431e
3/8/23 0:00,25000,Systemrecorded deposit for QuickBooks Payments,546cee86-5dff-46ff-951f-f083319d554f
5/24/23 0:00,25000,Systemrecorded deposit for QuickBooks Payments,af39a92b-ec06-449e-bd5a-398c5d8540eb
5/1/23 0:00,22500,Systemrecorded deposit for QuickBooks Payments,b66f6b46-4599-4ad7-a7e4-28894fd623b8
2/5/24 0:00,20833.33,Systemrecorded deposit for QuickBooks Payments,12947bdc-a094-4530-8ab4-a234a0c103f1
10/27/23 0:00,20000,ACH CREDIT GMM ENTER,afc3c52e-39ca-4343-8cfe-aeb2aeecaf63
11/1/23 0:00,20000,,86d20271-2a31-417f-92eb-eae2803f6b57
5/1/23 0:00,20000,,11478f8c-b776-4f88-b946-801a3b37b0ec
7/27/23 0:00,20000,,3362dab1-4cbc-40c1-b198-25ef58dcac47
3/6/23 0:00,20000,,20525b41-ee7a-4710-8cb3-3f5fd7d9a6c7
12/21/23 0:00,20000,,23dd47ff-c6b5-4a50-9771-7ba51ce01eb7
4/3/23 0:00,20000,,a26c7eab-4b44-4f14-befa-35953f39f447
12/4/23 0:00,20000,,3df01013-6d6f-4ffa-a999-670df8bdacab
9/26/23 0:00,20000,,8b889d6b-404b-4bf6-be21-832a938df403
3/1/23 0:00,20000,,b0fa46e3-c8cd-44cc-9358-12ecc0db2192
6/1/23 0:00,20000,,e65e42a6-23b9-4709-9ed1-b4ea6f36c817
1/11/24 0:00,20000,,fd02e770-34bf-4803-bcde-8f2a56ec6a42
9/1/23 0:00,20000,,be25df08-8221-4787-a647-a29977765d45
6/27/23 0:00,20000,,07fca427-7f83-4a42-b062-c597630e55a9
11/16/23 0:00,20000,,3b0acebc-af6c-411d-b477-b033c0c7f785
5/31/23 0:00,20000,,2fdc0057-5035-4b84-b7d4-82c482c30c12
8/29/23 0:00,20000,,69984f1b-eb86-489e-aea5-448d64a43d42
7/3/23 0:00,20000,,6578b060-3c42-4d4c-8e25-70c038cb047a
10/2/23 0:00,20000,,24849ff7-124c-49e0-a304-364843eea720
4/28/23 0:00,20000,,74da8407-344d-4977-bb80-88cbfef3eb3a
8/1/23 0:00,20000,,ca7c394f-70ea-445c-b992-49dae0da556b
11/9/23 0:00,20000,,450c12d1-10ee-4846-bea5-cc0a05c30add
12/26/23 0:00,20000,,0d32f01e-66ab-4435-a21f-846f1872bfa2
9/11/23 0:00,20000,,8de90f6c-28ca-4dde-b7d6-538d3a7fb3e1
1/25/24 0:00,20000,,b0cb1f1b-b34e-42b9-865a-1e00bb2d404b
1/25/24 0:00,20000,,b0cb1f1b-b34e-42b9-865a-1e00bb2d404b
1/25/24 0:00,20000,,8a7c3f3a-da0b-485a-867d-2bc72b319e36
8/8/23 0:00,20000,Northwell Health,9e91c67e-c284-4a54-be2e-3a44cae57345
7/12/23 0:00,20000,,4fa23dae-05eb-40dd-b435-d092dc2afb39
9/11/23 0:00,20000,,8de90f6c-28ca-4dde-b7d6-538d3a7fb3e1
1/4/24 0:00,20000,,04bccc65-44d4-4065-84df-9a026102f715
10/5/23 0:00,20000,,ffd22aa5-ca46-4e99-a967-f10451250775
11/6/23 0:00,20000,,1f020c0f-0bc2-4bdf-8610-d5c4fff07a31
5/4/23 0:00,20000,,75fa30c4-dcd5-4750-8596-d8db9259e173
12/4/23 0:00,20000,,3df01013-6d6f-4ffa-a999-670df8bdacab
3/17/23 0:00,20000,,9ac86bb1-aea2-49c7-a15c-8faf78edbb44
6/5/23 0:00,20000,,cd50b147-1885-4192-bc1e-d88fd141be48
8/2/23 0:00,20000,Systemrecorded deposit for QuickBooks Payments,f871ea3f-40d0-4ec5-bc29-3ee07879b022
2/1/24 0:00,20000,,540c891a-ee24-46ab-ae76-b99b16a5a9d8
3/5/24 0:00,20000,,2a2041b0-704a-469b-bac9-921c1ec9ad3f
3/29/24 0:00,20000,,9797d271-5d06-4193-bd91-3fb5636c24ec
8/8/23 0:00,16000,Systemrecorded deposit for QuickBooks Payments,de472492-acee-43e7-9bc6-33e5bc90906a
10/11/23 0:00,15000,ACH CREDIT GOLD BRANDS,6417cfb4-4652-41c1-89f6-37dbaea8e8a8
12/15/23 0:00,15000,DOMESTIC ONLINE WIRE,e97ffd27-7376-41b0-b571-e5f9855ee86f
12/18/23 0:00,15000,ACH CREDIT TIMOTHY FO,5ee09f30-a4d8-4f99-af41-3690f43af715
4/28/23 0:00,15000,Duplicate payment sent for April 0002 Invoice,be889d33-823e-4d05-8b52-ba63c144cde5
1/8/24 0:00,15000,,0fe1d377-68ec-4592-ac69-607909be4e35
11/22/23 0:00,15000,,682e967d-08a3-452b-8595-8e16b2038a78
3/30/23 0:00,15000,,23495e05-a13c-4621-b6be-7f7ee17a663e
4/6/23 0:00,15000,,ff5f7834-031d-4b62-ad57-c3fb343ed16b
6/30/23 0:00,15000,,48014fbf-3028-4e10-a7d0-9f72794e6f00
5/10/23 0:00,15000,,fd4c932f-1732-49b7-a1c0-0e5197063101
12/14/23 0:00,15000,,f49ceae2-2cad-44bd-9457-94c94907d1d7
11/8/23 0:00,15000,,9865727f-e598-4377-b783-6829ec191a3d
4/26/23 0:00,15000,,72cdd87e-70ee-4fed-9110-e6bc0f5742f7
6/20/23 0:00,15000,,16106c0c-84a8-4014-9ff5-7ba5711553d9
11/22/23 0:00,15000,,8377243b-1272-4711-a0a2-3262a551adbc
3/15/23 0:00,15000,,87a9c773-2b9b-436d-b253-63e1880d9608
10/16/23 0:00,15000,,ef03a561-6ed1-499b-b884-1875f4f6aeac
8/14/23 0:00,15000,,1246d0dc-7ec8-48d2-97e8-f038c4eafff3
3/31/23 0:00,15000,,f9bdbfad-47a3-49e0-a465-82a6615ccb66
11/7/23 0:00,15000,,2f762a03-b559-487d-ad6a-a2d35e1ec998
5/16/23 0:00,15000,,e0b333b4-0a10-40f5-8c7d-c71b1217b0ea
1/17/24 0:00,15000,,802abb20-3720-4585-8368-6d215cb38444
9/25/23 0:00,15000,,4a316bb1-0676-4d4a-ac04-ed480d0c9079
10/25/23 0:00,15000,,7e80083a-2b67-47da-b928-e913ed337f4a
5/2/23 0:00,15000,,e469a66b-217b-4c74-8956-11f6b2b2604d
3/13/23 0:00,15000,,73e9aa2d-3eff-46db-ad76-221bb2b00fbf
1/19/24 0:00,15000,,f027d7ca-f608-49f6-8c2e-a4b907650f60
12/1/23 0:00,15000,,e3e5ac15-18f5-479e-810a-8c6bccb450c0
9/11/23 0:00,15000,,a91ee207-b6d4-4728-abdc-a30c67b5c659
3/2/23 0:00,15000,,34e1850a-a514-42f0-94ce-30557c94de00
3/2/23 0:00,15000,,20d7baa7-e0bb-45fc-896a-b39f8bea0a78
11/14/23 0:00,15000,,acc6bef3-5294-476e-852f-ac8ca3da96d8
7/31/23 0:00,15000,,c751b6ef-3888-4de4-beba-a0ad4651a86a
6/7/23 0:00,15000,,9b8c336a-72b5-4ed3-9f0b-2c16964d10cf
12/11/23 0:00,15000,,fa45f2e1-6b17-40f6-8e49-33573ae1eb66
6/1/23 0:00,15000,,52684cb4-2a07-41b9-bf84-447bcb0dfdcc
3/6/23 0:00,15000,,d6dba4fc-64f1-4b1b-b556-e5e130b09559
3/6/23 0:00,15000,,d58c70d4-4098-48a2-8b96-5435663d4add
1/17/24 0:00,15000,,fbdb2c1f-42c1-45a0-84f3-fa1e4c35652e
1/17/24 0:00,15000,,5683e37d-1c41-43b6-9cd1-544facff0ff9
12/7/23 0:00,15000,Systemrecorded deposit for QuickBooks Payments,639e5caf-27c8-4ee0-9aac-e4a07e0a8e9b
1/3/24 0:00,15000,Systemrecorded deposit for QuickBooks Payments,4283e091-866d-4597-a4f7-fd435dbb14d6
4/18/23 0:00,15000,Systemrecorded deposit for QuickBooks Payments,a075ec05-c14c-47a6-9615-9b29832bd22e
11/7/23 0:00,15000,,2f762a03-b559-487d-ad6a-a2d35e1ec998
12/1/23 0:00,15000,,e3e5ac15-18f5-479e-810a-8c6bccb450c0
12/15/23 0:00,15000,DOMESTIC ONLINE WIRE,e97ffd27-7376-41b0-b571-e5f9855ee86f
10/11/23 0:00,15000,ACH CREDIT GOLD BRANDS,6417cfb4-4652-41c1-89f6-37dbaea8e8a8
2/8/24 0:00,15000,,4b5065de-0d3b-4116-a316-6a8a27716a7a
2/14/24 0:00,15000,,2bd42a8e-75a0-4006-a8f0-57635b463ef8
2/14/24 0:00,15000,,30a9d5dc-2f4a-4249-ba09-a532e5751c15
2/22/24 0:00,15000,Systemrecorded deposit for QuickBooks Payments,6c564742-7a1b-4bd4-a4c5-e3706b60921a
2/27/24 0:00,15000,,c751cb1b-0533-4301-8c6e-62e92679e268
3/15/24 0:00,15000,,0390cbab-a3a9-45c2-8e58-ca579996903f
3/19/24 0:00,15000,,ddb1acdf-79e8-4bf0-b621-74101a57fac8
5/4/23 0:00,12666.5,ACH DEBIT AMEX EPAYMENT ACH PMT MICHAEL COLORADO W2422 0004000000,03054012-9cb7-47cc-b08c-78d1e009c70f
8/8/23 0:00,12500,Lyft Deposit,d3a6bc19-c8ef-4c77-a69d-1e0ee3463b39
6/16/23 0:00,12500,,eb87c55c-4d2d-4464-b0e1-0ea40efeec88
6/5/23 0:00,12500,,d73caa80-fc9f-44e9-8c50-14bc0544562c
11/1/23 0:00,12500,,168c0b99-722d-4ca3-a470-9d4f84ab91fd
9/14/23 0:00,12500,,8084c3b5-48dc-40d2-b6ea-a6bffa1210e1
9/11/23 0:00,12500,,ae19901a-3789-403b-b60a-33c70ef89e22
1/9/24 0:00,12500,,b96e7d29-f68b-4b43-bf0d-6c0a68949a74
7/12/23 0:00,12500,,04bccbfe-ad6d-4200-96fe-a61855ad9911
3/8/23 0:00,12500,,cd4ae439-8790-48f2-8edb-147b56b481d4
7/12/23 0:00,12500,,3e0a929b-0854-450e-a315-27947bffdb31
12/18/23 0:00,12500,,d55f1392-5d0f-4660-abd2-d2c298c5cfbe
2/28/23 0:00,12500,,930c047f-558a-4abd-af2a-c96b80f3cd37
12/11/23 0:00,12500,,8bf8c763-364b-429d-8f60-03a69e3fae68
8/21/23 0:00,12500,,9b5c4a5c-77bd-4d37-acfa-df2b9e5c4c50
1/3/24 0:00,12500,,d3990ef3-8089-4689-bfdf-39d4f7506fff
3/20/23 0:00,12500,,e5f11e16-db40-46b0-94d8-269013bc291c
10/6/23 0:00,12500,,235e81cf-2c6b-4d8f-8358-be297881f400
3/20/23 0:00,12500,,0182512a-a6f9-4100-b1c3-1254ac2e3e47
1/3/24 0:00,12500,,a2b5b56f-2e46-4b8f-be49-78686f2edeb3
10/20/23 0:00,12500,,6367efa3-ff9e-40b4-810b-e3cdf9775570
12/4/23 0:00,12500,,165f9641-d3f3-4c47-b285-9a0b18928cc5
5/1/23 0:00,12500,,f764afe4-733b-4c95-9aa2-6dcf7d165e2d
5/8/23 0:00,12500,,0bed742c-6ce4-4c3c-8f59-38bb72ff119e
4/24/23 0:00,12500,,a07eb862-248f-46a4-aa3c-d2b632192b9e
11/14/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,3428ad71-8ff9-4db4-a228-ae4214c2e484
8/14/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,5a176d7d-f5b6-4df3-85f2-7458f39974e8
10/25/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,e2bd1c23-1d92-4051-ba39-bb8fa3a08957
6/26/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,3cdcaa11-f982-4273-9f57-7a6e690f9051
8/1/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,f60ac9cf-7521-4219-9286-4e53695bdd1a
4/11/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,1fbe0855-0d92-401b-9f07-62a2e92cb3ce
3/6/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,c5cdca72-032f-4984-b5e6-9742c92d9839
6/6/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,10e041f5-db44-4929-a27d-25cccc75351f
11/27/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,50138f52-1f03-4004-8bae-30261fda86a7
9/13/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,5ff62997-28e9-436c-a910-60afd2925039
5/9/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,3e0465a1-a066-4bbc-af75-b7809e7aa0ed
6/1/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,bd2bfc2b-4483-4297-9605-ac9803ee158b
8/22/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,1a28707c-5801-423c-9fed-1a9f2a5ceedb
10/5/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,cc69232b-1dfe-4675-99bd-216f2b1f2fed
7/2/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,acd05b09-86ab-476a-bb4d-aaafea761daa
7/26/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,ac55662a-6d49-4ece-9af6-22ab4035d595
3/22/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,7ff454a7-4a7c-42f7-964d-263f1f08d5a5
9/15/23 0:00,12500,Systemrecorded deposit for QuickBooks Payments,580faa2d-fee6-4c0d-8d7a-379f0b792d08
2/2/24 0:00,12500,Systemrecorded deposit for QuickBooks Payments,89a68339-205b-4312-82ea-4086a9bd97fa
2/2/24 0:00,12500,,8972fbc6-1df3-4208-b054-c06131e4b0b2
2/27/24 0:00,12500,,ba6d17e0-51ec-4350-9329-b2bc0d0bb494
3/5/24 0:00,12500,,c884a3ac-8109-40db-be3c-1551e2841041
3/5/24 0:00,12500,,7a7eb023-ef57-484b-91cd-48235e84dfae
3/6/24 0:00,12500,,c5ce5549-56a0-443a-bd74-a4a64d5c3f31
3/17/24 0:00,12500,Systemrecorded deposit for QuickBooks Payments,278ecb92-510a-4355-86e2-791cb6226353
3/26/24 0:00,12500,,4266fd66-df77-4870-b8a8-a83263229164
12/20/23 0:00,12000,ACH CREDIT 2200 GO,8ff0cf5a-3e0f-4014-ada1-3665460fc87c
1/19/24 0:00,12000,,9994b601-7d10-4d73-b26d-e80c9c67a88e
9/29/23 0:00,12000,,8c718182-e04f-4226-b83d-63423103d18f
10/20/23 0:00,12000,,ab0658e0-d123-471e-92a8-ef04c958b064
11/17/23 0:00,12000,,f09423ab-f108-4970-b51b-a3bf372cc25d
11/2/23 0:00,12000,,1303addb-86e2-4597-a08e-47cf0056049b
11/2/23 0:00,12000,,2f8c9887-35ca-4027-8c2b-a3500cbfd072
1/22/24 0:00,10000,ACH CREDIT WILLIAMS COLLECTI RECEIVABLE MICO STRATEGIES LL 004IRKFUASROTIW XXXXXX4402,364590e7-2125-4e34-9216-d41fe5b3f852
10/11/23 0:00,10000,ACH CREDIT WILLIAMS C,0118bee5-b16a-40c5-99d8-6e53a7a6e401
12/29/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,7eee0605-4b95-4c52-82d0-a8c2cfda44ec
12/27/23 0:00,10000,,0c49b4a1-ca8c-4883-9fb2-68e1ed26fb4c
6/20/23 0:00,10000,,2c280203-5d3b-48ad-815b-e40e939ccff8
3/28/23 0:00,10000,,a2630c13-4a59-48e0-96d2-bcd1186ee04e
4/12/23 0:00,10000,,258b571a-27dc-4280-b8f0-bb93e63aab2c
6/14/23 0:00,10000,,58212c6f-ae57-4740-9330-22b91178995e
3/23/23 0:00,10000,,6e3ff2b7-aa18-4e6e-b452-e182bd863600
11/28/23 0:00,10000,,5045b6b5-af14-4b79-9222-53a79be871c4
5/25/23 0:00,10000,,fca3e1c0-0b94-4614-a129-15d8d9f56ae0
9/26/23 0:00,10000,,36ca9f41-f816-44c9-9e39-c68d901e5ce0
7/14/23 0:00,10000,,30422994-75b7-4b19-a9e9-3df468d83649
6/23/23 0:00,10000,,81771f84-6747-496a-bac9-5b8971b8f755
5/22/23 0:00,10000,,53eddfe3-4955-431e-bc2f-1a4e2c890ba6
4/21/23 0:00,10000,,8652bbec-f53e-4dd2-95d6-1c0ef3c61b55
9/27/23 0:00,10000,,8af09873-c6ca-4d1d-a8f7-423b52e5e884
1/26/24 0:00,10000,,84f34aea-df95-4fc0-8df1-2ba82bb59e35
12/11/23 0:00,10000,,a913ca8b-95cd-46c4-8c36-30f39ba72ca1
10/27/23 0:00,10000,,2c2810b9-1a06-4ad1-bf8f-87226eb7f3a6
5/15/23 0:00,10000,,53f810c8-2bdb-441f-8efa-005111d66a2f
9/27/23 0:00,10000,,457bcea5-192f-4fb2-a4a4-3cb694a2034e
7/25/23 0:00,10000,,f2995cdc-87da-4494-8957-bdcc3ff65080
9/12/23 0:00,10000,,abef0795-2be8-48b0-8854-53ac52111672
11/29/23 0:00,10000,,f7b511ad-86dc-4569-8bb4-7f64c1b497ca
11/10/23 0:00,10000,,2a3a2cba-b255-4930-9c05-3c98105c8731
8/23/23 0:00,10000,,bdf60e36-c8c7-4dbf-855e-3b8e3696a325
3/1/23 0:00,10000,,e88b9a79-517a-493a-96ba-6b1933191fd7
3/6/23 0:00,10000,,d041162c-4d06-4921-82b6-6a63c4ba7aa7
6/8/23 0:00,10000,,df678d22-0f6a-40c6-95a2-5fa995d10b0f
7/20/23 0:00,10000,,db3b4afe-5d9c-4047-b2ad-b78dd1b4a04a
8/24/23 0:00,10000,,759d743d-786e-4f78-b68d-985e02349bd4
5/15/23 0:00,10000,,ff49097f-a9df-4a5e-9011-0a1ada4df0d0
6/26/23 0:00,10000,,f50f19ee-46f6-4ab8-89a0-853331870f8d
5/16/23 0:00,10000,,d24c1801-8988-494f-afd7-32fd475a5280
10/25/23 0:00,10000,,2cfc688b-a3a5-4a80-8fbd-4b79498b3b26
5/2/23 0:00,10000,,1fcfcc08-3cf9-4d73-890e-3f5aacf74e7b
4/17/23 0:00,10000,,17c42401-618b-4e2c-9741-c7cce1722092
8/28/23 0:00,10000,,8367d70c-6072-4126-a533-376fce9375a5
1/24/24 0:00,10000,,d30328ea-e651-4a3b-a6f1-d99f0437756e
7/11/23 0:00,10000,,cd81311e-b9ee-4136-b44f-775d00543f1e
2/24/23 0:00,10000,,9e327936-4194-4bce-aac9-10fa3470afdc
7/2/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,e4eb5ab8-ded8-4f94-83f4-1b4e0ccb3d65
1/22/24 0:00,10000,ACH CREDIT WILLIAMS COLLECTI RECEIVABLE MICO STRATEGIES LL 004IRKFUASROTIW XXXXXX4402,364590e7-2125-4e34-9216-d41fe5b3f852
1/16/24 0:00,10000,,42e363cd-a381-4094-9339-5ce7da4da9dc
1/16/24 0:00,10000,,fac69889-cc3d-4ff6-a195-f725d793cebf
1/16/24 0:00,10000,,7e7fdfbc-bf1e-4e56-8127-3a43f0cd132e
4/4/23 0:00,10000,,495649bf-f593-4d11-9b83-84f6d30ced86
4/4/23 0:00,10000,,c9efb90e-d408-4a68-b0bf-e8ede0e798c1
4/4/23 0:00,10000,,cb0858a3-8934-472e-b1d3-d46678863a7d
8/17/23 0:00,10000,,eb3a4b6b-ca2b-44be-9657-4435c7cf5fec
8/17/23 0:00,10000,,d07cbaf5-312f-43bd-bd43-de4328637e32
2/28/23 0:00,10000,,fcd30201-bb7d-401c-b413-e742f2943554
2/28/23 0:00,10000,,9386319d-027c-4477-8685-b8c86eae2c3d
1/26/24 0:00,10000,,84f34aea-df95-4fc0-8df1-2ba82bb59e35
1/26/24 0:00,10000,,093ececa-b6b4-4adc-8470-f1dea0363f1d
3/24/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,fcc609e7-173c-4b3b-9a58-b24bfa313b0b
8/8/23 0:00,10000,CE solutions,6b5e9115-050a-4e96-80d8-eb4401b5e963
6/8/23 0:00,10000,,df678d22-0f6a-40c6-95a2-5fa995d10b0f
7/12/23 0:00,10000,,87ac4597-e873-4c64-874c-3e8a765775f8
9/11/23 0:00,10000,,26bf0641-3652-4db5-92ce-25165dbc2f72
5/15/23 0:00,10000,,53f810c8-2bdb-441f-8efa-005111d66a2f
11/1/23 0:00,10000,,e245b381-05ea-474b-9d97-867a6c2b0093
1/4/24 0:00,10000,,afb277f3-faba-4023-9b3e-d14a4f3d07ab
5/22/23 0:00,10000,,53eddfe3-4955-431e-bc2f-1a4e2c890ba6
2/28/23 0:00,10000,,fcd30201-bb7d-401c-b413-e742f2943554
5/25/23 0:00,10000,,fca3e1c0-0b94-4614-a129-15d8d9f56ae0
5/9/23 0:00,10000,,819fc7e0-903c-4226-8410-acd11c4c7da8
12/4/23 0:00,10000,,cbd69ee5-e402-44ec-ad6c-2b100ad9d48c
5/4/23 0:00,10000,,524a5e33-bd06-4add-b01f-bd6566b186aa
5/5/23 0:00,10000,,4abd0a78-aeb2-49ce-95dc-12e11824911e
6/26/23 0:00,10000,,f50f19ee-46f6-4ab8-89a0-853331870f8d
4/20/23 0:00,10000,,22a014a6-04cf-419a-ac8b-f2c8547a7b88
10/19/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,d8d72d27-e3f0-436a-beeb-3ef918403e8b
11/19/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,fa0c48ec-201c-4e2b-9b0c-a38bb9e94901
9/6/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,54c9ec10-daba-4938-926d-b84620f37ed9
8/3/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,2b964cdd-3e6d-4660-854d-dac15b976b76
7/2/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,e4eb5ab8-ded8-4f94-83f4-1b4e0ccb3d65
2/26/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,30333150-5f25-4d14-a8ea-e63e8f38030c
10/23/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,f51107da-837b-435f-b7aa-86f63def10f1
3/28/23 0:00,10000,,a2630c13-4a59-48e0-96d2-bcd1186ee04e
12/29/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,7eee0605-4b95-4c52-82d0-a8c2cfda44ec
1/24/24 0:00,10000,,d30328ea-e651-4a3b-a6f1-d99f0437756e
3/24/23 0:00,10000,Systemrecorded deposit for QuickBooks Payments,fcc609e7-173c-4b3b-9a58-b24bfa313b0b
3/24/23 0:00,10000,,e7e0f1d0-a110-4de9-82af-03722222d106
3/20/23 0:00,10000,,fcc8d499-43ab-4415-80d3-34c9efacd166
3/20/23 0:00,10000,,4adc4ba1-42e8-414c-9ea4-93f8e8d21527
2/23/24 0:00,10000,,c957a772-cda6-41fb-9fa4-d44c5f404dbc
2/27/24 0:00,10000,,cca61b33-fa8d-4530-8f50-3e3e5cebcd4c
2/27/24 0:00,10000,,cca61b33-fa8d-4530-8f50-3e3e5cebcd4c
2/21/24 0:00,10000,,74f50fff-b71f-418e-b64d-bb91c3816e6f
2/26/24 0:00,10000,,bd9208f1-608f-4c5a-bdb2-d7456c3eee10
2/27/24 0:00,10000,,57c4bb88-b619-4543-a8b3-4a95300708ff
3/3/24 0:00,10000,Systemrecorded deposit for QuickBooks Payments,72234a36-5220-4e25-a472-19e80de5e1cd
3/11/24 0:00,10000,,059c2454-0cfc-46cb-8990-363f6a4cd108
3/26/24 0:00,10000,,9d2630a7-8fc8-4ebd-8571-036ec740c8cc
3/26/24 0:00,10000,,9d2630a7-8fc8-4ebd-8571-036ec740c8cc
1/11/24 0:00,9500,,ce99c75b-1876-4815-82d8-99f1e47adbb6
11/2/23 0:00,9000,,86414f34-94e0-495b-b92c-b63ba45d1983
